,Price,Area,Location,No. of Bedrooms,Gymnasium,Car Parking,Landscaped Gardens,Swimming Pool
514,8100000,1032,Bhiwandi,2,Yes,Yes,Yes,Yes
515,7500000,985,Bhiwandi,2,Yes,Yes,Yes,Yes
516,6800000,880,Bhiwandi,2,Yes,Yes,Yes,Yes
517,6200000,829,Bhiwandi,2,Yes,Yes,Yes,Yes
518,5600000,802,Bhiwandi,2,Yes,Yes,Yes,Yes
519,6000000,709,Nala Sopara,2,Yes,Yes,Yes,No
520,4100000,534,Nala Sopara,1,Yes,Yes,Yes,No
521,4800000,965,Nala Sopara,2,No,Yes,Yes,No
522,3700000,730,Nala Sopara,1,No,Yes,Yes,No
523,4600000,930,Vasai,2,No,Yes,Yes,No
524,3350000,650,Vasai,1,No,Yes,Yes,No
526,6500000,650,Dahisar,1,Yes,Yes,Yes,Yes
527,18000000,1462,Ghatkopar,3,Yes,Yes,Yes,Yes
528,8500000,676,Ghatkopar,1,Yes,Yes,Yes,Yes
536,15200000,1050,Kandivali West,2,Yes,Yes,Yes,No
537,20000000,1260,Andheri East,2,Yes,Yes,Yes,Yes
542,2035000,574,Asangaon,1,Yes,Yes,Yes,Yes
543,8500000,507,Thane,1,No,No,No,No
544,12500000,1151,Koparkhairane Station Road,2,Yes,Yes,No,No
545,6600000,550,Thane,2,Yes,Yes,No,No
546,6900000,565,Thane,2,Yes,Yes,No,No
547,6800000,547,Thane,2,Yes,Yes,No,No
548,6700000,556,Thane,2,Yes,Yes,No,No
549,3000000,950,Thane,2,Yes,Yes,No,No
550,4500000,600,Thane,2,Yes,Yes,No,No
551,5300000,600,Thane,2,Yes,Yes,No,No
552,3000000,600,Thane,1,Yes,Yes,No,No
553,4500000,800,Thane,2,Yes,Yes,No,No
554,5300000,275,Thane,1,Yes,Yes,No,No
555,10500000,1050,Koparkhairane Station Road,2,Yes,Yes,No,No
556,10000000,1155,Koparkhairane Station Road,2,Yes,Yes,No,No
557,16000000,1350,Sector 17 Ulwe,2,Yes,Yes,No,No
558,17000000,1760,Kopar Khairane Sector 19A,3,No,Yes,No,No
559,11700000,1650,Koper Khairane,3,Yes,Yes,No,No
560,7500000,725,Koparkhairane Station Road,1,Yes,Yes,No,No
561,23000000,1300,Kanjurmarg,3,Yes,Yes,No,Yes
562,3000000,275,Thane,1,Yes,Yes,No,No
563,2000000,275,Thane,1,Yes,Yes,No,No
564,4500000,1065,Thane,2,Yes,Yes,No,No
565,8500000,275,Thane,1,Yes,Yes,No,No
566,3000000,530,Thane,1,Yes,Yes,No,No
567,8800000,600,Kandivali West,1,Yes,Yes,Yes,Yes
568,17000000,1245,Eastern Express Highway Vikhroli,2,Yes,Yes,No,No
569,20700000,1257,Magathane,2,Yes,Yes,No,No
570,18000000,1175,Magathane,2,Yes,Yes,No,No
571,17500000,1053,Magathane,2,Yes,Yes,No,No
572,18500000,1052,Rawal Pada,2,Yes,Yes,No,No
573,3874000,730,Ambernath East,1,No,Yes,No,No
574,8500000,650,Dokali Pada,2,Yes,Yes,No,No
575,9600000,650,Magathane,1,No,Yes,No,No
576,10800000,650,Magathane,1,No,Yes,No,No
577,18500000,1050,Dattapada,2,No,Yes,No,No
578,21000000,1250,Dattapada,2,No,Yes,No,No
579,15000000,1050,Dattapada,2,No,Yes,No,No
580,21000000,1150,Magathane,2,No,Yes,No,No
583,22100000,1075,Magathane,2,No,Yes,No,No
584,18500000,1350,Magathane,3,No,Yes,No,No
585,10500000,650,Magathane,1,No,Yes,No,No
586,16500000,1050,Dattapada,2,No,Yes,No,No
589,19000000,1050,Dattapada,2,No,Yes,No,No
590,18800000,1350,Rajendra Nagar,3,No,Yes,No,No
592,15000000,950,Dattapada,2,No,Yes,No,No
593,24000000,1300,Dattapada,3,No,Yes,No,No
594,11200000,600,Dattapada,1,No,Yes,No,No
595,19000000,1165,Magathane,2,No,Yes,No,No
597,23000000,1500,Dattapada,3,No,Yes,No,No
598,10000000,650,Magathane,1,No,Yes,No,No
599,17000000,1050,Magathane,2,No,Yes,No,No
600,15500000,1050,Dattapada,2,No,Yes,No,No
601,14500000,950,Magathane,2,No,Yes,No,No
602,20500000,1150,Magathane,2,No,Yes,No,No
603,22500000,1100,Magathane,2,No,Yes,No,No
605,23000000,1100,Dattapada,3,No,Yes,No,No
606,18000000,1350,Rajendra Nagar,3,No,Yes,No,No
607,19000000,1350,Rajendra Nagar,3,No,Yes,No,No
609,16500000,1050,Magathane,2,No,Yes,No,No
610,19000000,1150,Rajendra Nagar,3,No,Yes,No,No
611,20500000,1050,Magathane,2,No,Yes,No,No
612,9800000,585,Magathane,1,No,Yes,No,No
613,21000000,1250,Magathane,2,No,Yes,No,No
614,14500000,950,Kulupwadi,2,No,Yes,No,No
615,18000000,1050,Dattapada,2,No,Yes,No,No
618,16800000,764,Kandivali East,2,No,Yes,No,No
619,18600000,820,Kandivali East,2,No,Yes,No,No
620,17500000,1050,Magathane,2,No,Yes,No,No
623,10900000,654,Mira Road and Beyond,1,Yes,Yes,No,No
624,7400000,400,Mira Road and Beyond,1,Yes,Yes,No,No
625,7300000,450,Mira Road and Beyond,1,Yes,Yes,No,No
626,17600000,1100,West Amardeep Colony,2,Yes,Yes,No,No
627,7500000,385,Pant Nagar,1,Yes,Yes,No,No
629,6000000,810,Mira Road and Beyond,2,Yes,Yes,No,No
630,4200000,700,Mira Road and Beyond,2,Yes,Yes,No,No
631,9800000,1417,Mira Road and Beyond,3,Yes,Yes,No,No
632,3500000,783,Mira Road and Beyond,2,Yes,Yes,No,No
633,5800000,770,Mira Road and Beyond,1,Yes,Yes,No,No
634,2700000,400,Mira Road and Beyond,1,Yes,Yes,No,No
635,4200000,750,Mira Road and Beyond,2,Yes,Yes,No,No
636,6400000,1180,Mira Road and Beyond,2,Yes,Yes,No,No
637,3500000,565,Mira Road and Beyond,1,Yes,Yes,No,No
638,9500000,850,Four Bungalows,2,Yes,Yes,No,No
639,7000000,450,Four Bungalows,1,Yes,Yes,No,No
640,17500000,950,Dattapada,2,No,Yes,No,No
641,19500000,1250,Dattapada,3,No,Yes,No,No
643,19500000,1200,Dattapada,3,No,Yes,No,No
644,16000000,850,Dattapada,2,No,Yes,No,No
645,20000000,1250,Magathane,3,No,Yes,No,No
646,19100000,1100,Rajendra Nagar,3,No,Yes,No,No
647,12000000,560,Kandivali East,2,No,Yes,No,No
648,12000000,1000,kolshet,2,Yes,Yes,Yes,No
650,21500000,1345,Hiranandani Meadows,3,Yes,Yes,Yes,No
651,2170000,505,Badlapur,1,Yes,Yes,Yes,Yes
652,19500000,1225,Kalpataru,2,No,Yes,No,No
653,9000000,1026,kolshet,2,No,Yes,No,No
654,3500000,900,Thane,2,Yes,Yes,Yes,Yes
655,9500000,852,Kharghar,2,Yes,Yes,No,Yes
656,13000000,1157,Thane West,2,Yes,Yes,Yes,Yes
657,16000000,874,Malad West,2,Yes,Yes,Yes,No
660,7900000,1115,taloja panchanand,2,No,Yes,No,No
661,4700000,690,taloja panchanand,1,No,Yes,No,No
662,3800000,422,Petali,1,No,Yes,No,No
663,9800000,936,kolshet,2,No,Yes,No,No
664,5900000,576,kolshet,1,No,Yes,No,No
665,11299999,600,Borivali East,1,Yes,Yes,No,Yes
666,15500000,907,Borivali East,2,Yes,Yes,Yes,No
667,8725000,1175,Kamothe,2,Yes,Yes,No,Yes
668,13200000,1525,Kharghar Sector 34C,2,No,No,No,No
669,6800000,543,Bhandup West,1,Yes,Yes,No,Yes
674,5000000,702,Mumbai Agra National Highway,1,No,No,No,No
675,6500000,566,Dahisar,1,Yes,Yes,No,No
676,21500000,1310,Malad West,3,Yes,Yes,Yes,Yes
677,6400000,506,vasant vihar thane west,1,No,Yes,No,No
678,6400000,509,Thane West,1,Yes,Yes,No,Yes
679,7000000,950,Kalyan West,2,No,No,No,No
680,2350000,685,Shirgaon,1,No,No,No,No
682,10500000,900,Pokhran 2,2,No,No,No,No
683,11000000,1440,Sector 20 Kharghar,3,No,No,No,No
684,2800000,650,Virar,1,Yes,Yes,No,Yes
685,8000000,820,Mira Road East,2,Yes,Yes,Yes,Yes
686,2600000,590,Nala Sopara,1,Yes,Yes,No,Yes
687,6000000,650,Mira Road East,1,No,Yes,No,No
688,4800000,700,Mira Road East,1,Yes,Yes,Yes,Yes
689,17500000,1600,Kharghar,3,Yes,Yes,No,Yes
690,10000000,1140,Kharghar,2,Yes,Yes,Yes,Yes
691,16500000,1502,Kharghar,3,Yes,Yes,Yes,Yes
692,4800000,650,Kharghar,1,Yes,Yes,No,Yes
693,14000000,1600,Kharghar,3,Yes,Yes,Yes,Yes
694,10000000,1325,Kharghar,2,Yes,Yes,Yes,Yes
695,12500000,1725,Kharghar,3,Yes,Yes,Yes,Yes
696,13500000,1256,Kharghar,2,Yes,Yes,Yes,Yes
697,16500000,1600,Kharghar,3,Yes,Yes,No,Yes
699,16000000,1680,Kharghar,3,Yes,Yes,Yes,Yes
700,17000000,1810,Kharghar,3,Yes,Yes,Yes,Yes
701,9500000,1210,Kharghar,2,Yes,Yes,Yes,Yes
704,12300000,1305,Kharghar,2,Yes,Yes,Yes,Yes
705,11600000,1230,Kharghar,2,Yes,Yes,Yes,Yes
706,16000000,1725,Kharghar,3,Yes,Yes,Yes,Yes
707,9600000,1210,Kharghar,2,Yes,Yes,Yes,Yes
708,16500000,1660,Kharghar,3,Yes,Yes,No,Yes
709,18500000,1700,Kharghar,3,Yes,Yes,No,Yes
710,15500000,1130,Kharghar,2,Yes,Yes,Yes,Yes
711,17900000,1810,Kharghar,3,Yes,Yes,Yes,Yes
712,13300000,1482,Kharghar,3,Yes,Yes,Yes,Yes
714,8500000,484,Kanjurmarg,1,Yes,Yes,Yes,Yes
716,3000000,320,Mira Road and Beyond,1,No,No,No,No
719,24500000,1350,Kandivali East,3,Yes,Yes,Yes,Yes
720,22000000,1300,Borivali West,2,Yes,Yes,Yes,Yes
721,16000000,970,Malad West,2,Yes,Yes,Yes,Yes
722,17500000,1500,Kandivali West,3,Yes,Yes,Yes,No
726,21000000,1350,Kandivali East,2,Yes,Yes,Yes,Yes
727,6100000,400,Kandivali East,1,No,No,No,No
729,13500000,640,Bhandup West,2,Yes,Yes,Yes,Yes
730,5500000,510,Bhandup West,1,No,No,No,No
731,4500000,650,Ulwe,1,No,Yes,No,No
732,16500000,1175,Palm Beach,2,Yes,Yes,Yes,Yes
733,4800000,661,Mira Road East,1,Yes,Yes,Yes,Yes
734,21500000,1500,Goregaon West,3,Yes,Yes,No,Yes
736,5500000,619,Sector 21 Kamothe,1,Yes,Yes,No,No
737,5600000,619,Sector 21 Kamothe,1,Yes,Yes,No,No
738,9500000,1250,Sector 21 Kamothe,2,Yes,Yes,No,No
739,7000000,995,Sector12 Kamothe,2,Yes,Yes,No,No
740,16000000,1700,Sector12 Kamothe,3,Yes,Yes,No,No
741,10500000,1420,Sector 18 Kamothe,3,Yes,Yes,No,Yes
742,7600000,1100,Sector 19 Kharghar,2,Yes,Yes,No,No
743,7400000,1080,Sector 20 Kharghar,2,Yes,Yes,No,No
744,7000000,1080,Sector 20 Kharghar,2,Yes,Yes,No,No
745,3200000,410,Sector 22 Kamothe,1,Yes,Yes,No,No
746,5000000,650,Sector 20 Kharghar,1,Yes,Yes,No,No
747,6400000,925,Sector 10,2,Yes,Yes,No,No
748,8500000,1200,Sector 20 Kharghar,3,Yes,Yes,No,No
749,8700000,1160,Sector 19 Kamothe,2,Yes,Yes,No,No
750,8200000,1005,Panvel,2,Yes,Yes,No,No
751,6500000,1255,Kamothe,2,Yes,Yes,No,No
752,8300000,1256,Sector 20 Kamothe,2,Yes,Yes,No,No
753,18500000,1150,Tilak Nagar,2,No,No,No,No
754,9350000,1236,Kamothe,2,Yes,Yes,No,No
755,10000000,1700,Kamothe,3,Yes,Yes,No,No
756,7000000,1003,Kamothe,2,Yes,Yes,No,No
757,5800000,1000,Kamothe,2,Yes,Yes,No,No
758,4800000,653,Kamothe,1,Yes,Yes,No,No
759,11000000,1575,Kamothe,3,Yes,Yes,No,No
760,8500000,1089,Kamothe,2,Yes,Yes,No,No
768,2600000,686,Nala Sopara,1,Yes,Yes,Yes,Yes
769,9000000,1005,Thane West,2,Yes,Yes,Yes,Yes
770,7500000,1220,Kalyan West,3,No,No,Yes,No
771,11000000,600,Borivali East,1,Yes,Yes,Yes,No
772,22500000,1189,Borivali East,3,Yes,Yes,Yes,No
773,14500000,1000,Dahisar West,2,Yes,Yes,Yes,No
774,14500000,1100,Nerul,2,No,No,No,No
775,13000000,1100,Nerul,2,No,Yes,No,No
776,6500000,650,Nerul,1,No,Yes,Yes,No
777,7000000,400,Kandivali East,1,Yes,Yes,No,Yes
778,7800000,1055,Sector-3 Ulwe,2,No,Yes,Yes,No
779,5100000,710,Sector-3 Ulwe,1,No,Yes,Yes,No
780,9000000,417,Mulund West,1,Yes,Yes,No,No
781,17000000,999,Natakwala Lane,2,No,Yes,No,No
782,21500000,1080,Borivali East,2,Yes,Yes,Yes,Yes
784,5300000,1100,Taloja,2,No,Yes,No,No
785,3800000,738,Taloja,1,Yes,Yes,Yes,Yes
786,16000000,900,Link Road,2,Yes,Yes,No,No
787,23000000,1500,Borivali East,3,Yes,Yes,Yes,Yes
788,16299999,900,Borivali West,2,No,Yes,No,No
789,13899999,800,Devidas Cross Lane,2,No,Yes,No,No
790,21000000,900,Soniwadi Road,2,Yes,No,No,No
791,20000000,900,Haridas Nagar,2,Yes,Yes,No,No
792,21000000,900,Shimpoli,2,No,No,No,No
793,18500000,1200,TPS Road,3,No,Yes,No,No
794,20500000,900,Off Shimpoli road,2,Yes,Yes,No,No
795,12500000,510,Wadala,1,Yes,Yes,Yes,Yes
796,11000000,670,Borivali West,1,No,Yes,No,No
798,19500000,800,Worli,1,No,Yes,No,No
805,18000000,1165,Kandivali East,3,Yes,Yes,No,Yes
806,11200000,1025,Kharghar,2,Yes,Yes,Yes,Yes
807,3100000,450,Rustomjee Global City,1,No,Yes,No,No
808,7500000,900,Sunil Nagar,2,Yes,Yes,No,No
809,4500000,603,Sector 30 Kharghar,1,No,Yes,No,No
810,13500000,1340,Sector 19 Kharghar,2,No,Yes,No,No
811,16000000,1550,Sector 10,2,No,Yes,No,No
812,11000000,1160,Sector 10,2,No,Yes,No,No
813,6500000,650,Sector 20 Kharghar,1,No,Yes,No,No
814,5600000,610,Sector 20 Kharghar,1,No,Yes,No,No
815,7200000,860,Sector 10,1,No,Yes,No,No
816,5500000,640,Sector 20 Kharghar,1,No,Yes,No,No
817,6000000,560,Sector 15 Kharghar,1,No,Yes,No,No
818,13200000,1260,Sector 12 A,2,No,Yes,No,No
819,6000000,850,Sector 19 Kharghar,1,No,Yes,No,No
820,11500000,1095,Sector 18,2,No,Yes,No,No
821,15000000,1500,Sector 18,3,No,Yes,No,No
822,5000000,500,Sector13 Khanda Colony,1,No,No,No,No
823,5600000,635,Sector 19 Kharghar,1,No,Yes,No,No
824,4600000,610,Sector16 Airoli,1,No,Yes,No,No
825,9500000,1065,Ranjanpada,2,No,Yes,No,No
826,12700000,1251,Sector 15,2,No,Yes,No,No
827,9500000,1065,Sector 35G,2,No,Yes,No,No
828,14000000,1320,Sector 18,2,No,Yes,No,No
829,10500000,1136,Sector 5,2,No,Yes,No,No
830,9900000,1125,Sector 10,2,No,Yes,No,No
831,10000000,1098,Sector 19 Kharghar,2,No,Yes,No,No
832,13000000,1300,Sector 20 Kharghar,2,No,Yes,No,No
833,7800000,735,Sector 35I Kharghar,1,No,Yes,No,No
834,4200000,640,Sector35D Kharghar,1,No,Yes,No,No
835,9800000,1090,Sector 35I Kharghar,2,No,Yes,No,No
836,4500000,800,Sector 30 Kharghar,1,No,Yes,No,No
837,15000000,1300,Sector 12 Kharghar,3,No,Yes,No,No
838,5300000,560,Sector 20 Kharghar,1,No,Yes,No,No
839,16000000,1400,Sector 20 Kharghar,3,No,Yes,No,No
840,11100000,1117,Sector 20 Kharghar,2,No,Yes,No,No
841,12700000,1125,Sector 15,2,No,Yes,No,No
842,6000000,675,Sector35D Kharghar,1,No,Yes,No,No
843,11000000,1100,Sector 20 Kharghar,2,No,Yes,No,No
844,5000000,650,Sector34 A Kharghar,1,No,Yes,No,No
845,6500000,675,Sector 19 Kharghar,1,No,Yes,No,No
846,5500000,450,Sector16 Airoli,1,No,Yes,No,No
847,6000000,560,Sector 15,1,No,Yes,No,No
848,5500000,650,Sector 30,1,No,Yes,No,No
849,10500000,1075,Sector 35G,2,No,Yes,No,No
850,7000000,735,Sector 35I Kharghar,1,No,Yes,No,No
851,4600000,600,Sector 36 Kharghar,1,No,Yes,No,No
852,8000000,1000,Sector 20 Kharghar,2,No,Yes,No,No
853,10600000,1070,Sector 10,2,No,Yes,No,No
854,11500000,1182,Sector 11 Belapur,2,No,Yes,No,No
855,10500000,911,Sector 20 Kharghar,2,No,Yes,No,No
856,12700000,1125,Sector 15 Kharghar,2,No,Yes,No,No
857,9900000,1025,Sector-34B Kharghar,2,No,Yes,No,No
858,3800000,555,Dombivali East,1,Yes,Yes,No,No
859,3600000,600,Dombivali East,1,Yes,Yes,Yes,No
860,3700000,550,Dombivali East,1,Yes,Yes,No,No
861,3000000,600,Dombivali East,1,Yes,Yes,No,No
862,7600000,950,Dombivali East,3,Yes,Yes,No,No
864,2100000,370,Virar East,1,No,Yes,Yes,No
865,8000000,715,Nerul,1,Yes,Yes,Yes,Yes
866,21000000,1771,Roadpali,3,Yes,Yes,Yes,Yes
868,16000000,1650,Sector-50 Seawoods,3,No,Yes,No,No
870,5500000,690,Ulwe,1,No,Yes,No,No
871,13000000,816,Borivali West,2,No,Yes,No,No
872,8000000,810,Mumbai Highway,2,Yes,Yes,No,No
873,8500000,1000,Sector 36 Kharghar,2,Yes,Yes,No,No
874,14500000,1250,Sector 18 Kharghar,2,Yes,Yes,Yes,Yes
875,6990000,473,Thane West,1,Yes,Yes,Yes,Yes
876,8500000,1000,Sector 36 Kharghar,2,Yes,Yes,No,Yes
877,14000000,1016,Sector 18 Kharghar,2,Yes,Yes,Yes,Yes
878,10000000,785,Mumbai Highway,2,Yes,Yes,Yes,Yes
879,13000000,1290,Sector 18 Kharghar,2,Yes,Yes,Yes,Yes
880,11500000,1227,Sector 35I Kharghar,2,Yes,Yes,Yes,Yes
881,17500000,1630,Sector 7 Kharghar,3,No,Yes,Yes,Yes
882,14000000,1200,Sector 18 Kharghar,2,No,Yes,Yes,No
883,14000000,1200,Sector 18 Kharghar,2,Yes,Yes,No,Yes
884,19000000,1500,Mumbai Highway,3,Yes,Yes,Yes,Yes
886,8200000,525,Kandivali East,1,Yes,Yes,No,Yes
887,12000000,540,Borivali West,1,No,Yes,No,No
888,2800000,525,Panvel,1,No,Yes,No,No
890,11000000,1131,Kharghar,2,Yes,Yes,No,Yes
891,9500000,1400,Kharghar,3,Yes,Yes,No,No
892,6500000,800,Kharghar,2,Yes,Yes,No,No
893,3700000,500,Kharghar,1,Yes,Yes,No,No
894,10500000,900,Lokhandwala Township,2,No,Yes,No,No
895,12000000,1050,Andheri East,2,Yes,Yes,Yes,No
896,8500000,1225,Andheri,3,Yes,Yes,Yes,Yes
897,18000000,1100,Andheri,2,Yes,Yes,Yes,Yes
898,25000000,1400,Goregaon East,3,No,Yes,Yes,No
899,14000000,1000,Andheri,2,Yes,Yes,Yes,Yes
901,9500000,1150,Kharghar,2,Yes,Yes,Yes,Yes
902,9900000,1150,Kharghar,2,Yes,Yes,No,Yes
903,18500000,1700,Kharghar,3,Yes,Yes,Yes,Yes
904,8200000,1015,Kharghar,2,No,Yes,Yes,No
905,9300000,1150,Kharghar,2,Yes,Yes,No,Yes
906,5800000,750,Kharghar,1,Yes,Yes,No,Yes
907,14200000,1800,Kharghar,3,Yes,Yes,Yes,Yes
908,15500000,1605,Kharghar,3,Yes,Yes,Yes,Yes
909,7900000,1040,Kharghar,2,Yes,Yes,Yes,No
910,10500000,1580,Kharghar,3,Yes,Yes,Yes,No
911,11000000,1255,Kharghar,2,Yes,Yes,Yes,Yes
912,5300000,660,Kharghar,1,Yes,Yes,Yes,Yes
913,10100000,1580,Kharghar,3,Yes,Yes,Yes,No
914,10000000,1100,Kharghar,2,Yes,Yes,No,Yes
915,13000000,1150,Kharghar,2,Yes,Yes,Yes,Yes
916,11399999,1133,Panvel,2,Yes,No,Yes,Yes
918,23300000,1500,Malad West,3,No,No,No,Yes
920,10000000,440,Chembur,1,Yes,Yes,No,Yes
921,3500000,475,Sector 20 Kamothe,1,No,No,No,No
922,9200000,750,Malad West,1,Yes,Yes,No,Yes
925,15500000,600,Parel,1,No,No,No,No
926,8000000,640,Thane West,1,Yes,Yes,Yes,Yes
927,7200000,657,Thane West,1,Yes,Yes,Yes,Yes
928,7500000,550,Thane West,1,Yes,Yes,Yes,Yes
929,18000000,1309,Thane West,3,Yes,Yes,Yes,No
931,15500000,680,Wadala East Wadala,1,Yes,Yes,No,No
932,15000000,880,Wadala East Wadala,2,Yes,Yes,No,No
933,14000000,690,Wadala East Wadala,1,Yes,Yes,No,No
934,13500000,950,Wadala East Wadala,1,Yes,Yes,No,No
935,23000000,925,Haridas Nagar,3,No,Yes,No,No
936,7500000,650,Kalwa,1,Yes,Yes,No,No
937,9000000,990,PARSIK NAGAR,2,Yes,Yes,No,No
938,6500000,610,Maharashtra Nagar,1,No,No,No,No
939,8000000,806,Pant Nagar,2,Yes,Yes,No,No
940,19000000,1050,Patlipada,2,Yes,Yes,No,No
941,11100000,655,Andheri East,2,No,Yes,No,No
943,9500000,1200,mumbai,2,No,Yes,No,No
944,13500000,1050,Belapur,2,No,Yes,No,No
945,18000000,1335,Belapur,2,No,Yes,No,No
946,12600000,1150,Sector-12 Kamothe,2,No,Yes,No,No
948,12600000,1150,Sector 12 Kharghar,2,No,Yes,No,No
950,17100000,1150,Seawoods,2,No,Yes,No,No
951,17100000,1100,Seawoods,2,No,Yes,No,No
953,7500000,560,Thane West,1,Yes,No,Yes,Yes
954,16500000,1166,Majiwada,2,Yes,Yes,Yes,Yes
955,5500000,600,Kalwa,1,Yes,Yes,No,No
956,5500000,580,Kalwa,1,Yes,Yes,No,No
957,5600000,630,Kalwa,1,Yes,Yes,No,No
958,6000000,620,Kalwa,1,Yes,Yes,No,No
959,9500000,1056,Kalwa,2,Yes,Yes,No,No
960,18000000,675,4 Bunglows,2,Yes,Yes,No,No
963,17500000,650,Andheri,1,Yes,Yes,No,No
964,6200000,400,Airoli,1,No,Yes,No,No
965,9500000,1000,Airoli,2,No,Yes,No,Yes
966,12200000,675,Kolshet Road,2,No,Yes,No,No
967,12400000,674,Kolshet Road,2,No,Yes,No,No
969,12400000,673,Kolshet Road,2,No,Yes,No,No
970,12100000,690,Kolshet Road,2,No,Yes,No,No
972,14000000,1530,Sector 10 Khanda Colony,3,Yes,Yes,No,No
973,13200000,768,Pokharan Road,2,No,Yes,No,No
974,6656000,488,Kharegaon,1,No,Yes,No,No
975,9750000,711,Kalwa,2,No,Yes,No,No
976,5300000,560,Kalwa,1,No,Yes,No,No
978,13200000,768,Pokhran 2,2,No,Yes,No,No
979,6656000,488,Kalwa,1,No,Yes,No,No
980,7000000,448,Panch Pakhadi,1,No,Yes,No,No
981,15000000,971,Panch Pakhadi,2,No,Yes,No,No
982,9250000,770,Kalwa,2,No,Yes,No,No
983,20099999,1145,Kalwa,2,No,Yes,No,No
984,16500000,1250,Thane West,3,No,Yes,No,No
985,9500000,1005,Chembur,2,Yes,Yes,Yes,Yes
986,7500000,757,Chembur,1,Yes,Yes,Yes,Yes
987,9500000,1005,Chembur East,2,Yes,Yes,Yes,Yes
988,7500000,757,Chembur East,1,Yes,Yes,Yes,Yes
989,12000000,957,Ghatkopar,2,Yes,Yes,Yes,Yes
993,10000000,750,Jogeshwari West,1,No,Yes,No,No
994,8500000,750,Jogeshwari West,1,No,Yes,No,No
995,16000000,750,Jogeshwari West,2,No,No,No,No
996,8500000,585,Jogeshwari West,1,No,No,No,No
997,10500000,750,Jogeshwari West,1,No,Yes,No,No
998,11000000,750,Jogeshwari West,1,No,Yes,No,No
999,24500000,1650,Thane West,3,Yes,Yes,No,Yes
1000,11299999,900,Goregaon East,2,Yes,Yes,No,No
1001,5700000,620,Mira Road East,1,Yes,Yes,No,Yes
1002,13200000,935,Malad West,2,Yes,Yes,Yes,Yes
1003,4700000,885,Powai Lake,2,Yes,Yes,No,No
1004,4600000,885,MHADA Colony 20,2,No,Yes,No,No
1005,2900000,700,Powai Lake,1,Yes,Yes,No,No
1006,24800000,958,Wadala East Wadala,2,No,Yes,No,No
1008,10000000,546,Goregaon West,1,Yes,No,No,No
1009,5900000,1015,Karanjade,2,Yes,Yes,Yes,No
1010,4800000,600,Sector 36 Kamothe,1,No,Yes,Yes,No
1012,2300000,480,Dombivli (West),1,No,No,Yes,No
1013,13600000,600,DN Nagar Road,1,No,Yes,No,No
1014,5200000,534,Godrej Hill,2,No,Yes,No,No
1015,21000000,730,Ganesh Nagar,2,No,Yes,No,No
1016,3300000,342,Godrej Hill,1,No,Yes,No,No
1017,5545000,902,Haware City,2,Yes,Yes,Yes,Yes
1018,5556000,902,Haware City,2,Yes,Yes,Yes,Yes
1019,7311000,1149,Haware City,3,Yes,Yes,Yes,Yes
1020,24000000,1250,Mahatma Gandhi Road,3,No,Yes,No,No
1021,11399999,448,Akurli Nagar,1,No,Yes,No,No
1022,7300000,1149,Kasar vadavali,3,Yes,No,Yes,Yes
1023,6000000,935,Vasai West,2,No,No,No,No
1024,4500000,650,Vasai,2,No,Yes,Yes,No
1025,6200000,655,Mira Road East,1,Yes,Yes,Yes,Yes
1026,4500000,645,Mira Road East,1,Yes,Yes,No,Yes
1027,21000000,1280,Malad East,2,Yes,Yes,No,Yes
1028,21500000,1280,Malad East,2,Yes,Yes,No,Yes
1029,4400000,665,Sector 17 Ulwe,1,No,No,No,No
1030,2399000,620,Badlapur West,1,No,Yes,No,No
1031,2650000,600,Nala Sopara,1,No,Yes,Yes,No
1032,3700000,440,Mira Road East,1,No,Yes,Yes,No
1033,2100000,245,Mira Road East,1,No,Yes,Yes,No
1034,12500000,745,Kandivali East,2,Yes,Yes,Yes,Yes
1035,4500000,457,Mumbai Nashik Expressway,1,No,Yes,Yes,No
1036,2200000,400,Shirgaon,1,No,Yes,Yes,No
1037,3300000,612,Katrap,2,No,Yes,Yes,No
1038,15000000,800,Chembur,2,No,Yes,No,No
1039,12500000,878,Chembur,1,Yes,Yes,Yes,Yes
1040,14000000,1077,Kurla,2,No,No,No,No
1042,2300000,690,Ambernath East,1,Yes,Yes,Yes,Yes
1044,8500000,1000,Kalwa,2,Yes,Yes,Yes,No
1045,6000000,575,Thane West,1,No,Yes,No,No
1050,24500000,1300,thakur village kandivali east,3,No,Yes,No,No
1051,3467000,530,Dombivali East,1,No,Yes,No,No
1052,14000000,800,Bhandup West,2,Yes,Yes,Yes,Yes
1053,7000000,780,Mira Road East,2,No,No,No,No
1054,6400000,400,Kandivali East,1,Yes,Yes,Yes,Yes
1055,6000000,650,Mira Road,1,Yes,Yes,No,Yes
1056,9000000,550,Bhandup West,2,No,Yes,No,No
1057,6370000,800,Mira Road East,2,No,Yes,Yes,No
1058,3310000,780,Kasheli,2,No,Yes,Yes,No
1059,2770000,655,Kasheli,2,No,Yes,Yes,No
1060,2670000,630,Kasheli,1,No,No,No,No
1061,2110000,495,Kasheli,1,No,Yes,No,No
1062,23000000,1265,Western Express Highway Kandivali East,2,Yes,Yes,Yes,Yes
1063,25000000,850,Bandra West,2,No,Yes,No,No
1064,14000000,900,Seawoods,2,No,Yes,No,No
1065,3700000,425,Kharegaon,1,No,Yes,No,No
1066,2000000,400,Kharegaon,1,No,Yes,No,No
1067,2200000,450,Kharegaon,1,No,Yes,No,No
